selectivity,mult,query_idx,recall_at_k,completeness_at_k,candidates,lat_p50_ms
0.4993837051645507,10,9,0.8,1.0,100,4.271509998943657
0.4993837051645507,20,9,0.9,1.0,200,5.623474018648267
0.4993837051645507,50,9,0.9,1.0,500,7.955114997457713
0.4993837051645507,100,9,1.0,1.0,1000,13.090072956401855
0.4993837051645507,1,10,0.4,0.4,10,4.301808017771691
0.4993837051645507,2,10,0.8,0.8,20,4.013170022517443
0.4993837051645507,5,10,1.0,1.0,50,3.982392023317516
0.4993837051645507,10,10,1.0,1.0,100,4.474054032471031
0.4993837051645507,20,10,1.0,1.0,200,4.98319003963843
0.4993837051645507,50,10,1.0,1.0,500,6.28456799313426
0.4993837051645507,100,10,1.0,1.0,1000,11.185160023160279
0.4993837051645507,1,11,0.4,0.4,10,4.293241014238447
0.4993837051645507,2,11,0.9,0.9,20,4.108201013877988
0.4993837051645507,5,11,0.9,1.0,50,4.494423046708107
0.4993837051645507,10,11,0.9,1.0,100,4.18941501993686
0.4993837051645507,20,11,1.0,1.0,200,4.848924989346415
0.4993837051645507,50,11,1.0,1.0,500,6.972851988393813
0.4993837051645507,100,11,1.0,1.0,1000,11.464009003248066
0.4993837051645507,1,12,0.6,0.6,10,3.870198968797922
0.4993837051645507,2,12,1.0,1.0,20,3.7375270039774477
0.4993837051645507,5,12,1.0,1.0,50,3.8836149615235627
0.4993837051645507,10,12,1.0,1.0,100,4.241733986418694
0.4993837051645507,20,12,1.0,1.0,200,5.202285014092922
0.4993837051645507,50,12,1.0,1.0,500,6.500357005279511
0.4993837051645507,100,12,1.0,1.0,1000,9.828768961597234
0.4993837051645507,1,13,0.5,0.5,10,4.044739995151758
0.4993837051645507,2,13,0.9,1.0,20,3.9915390079841018
0.4993837051645507,5,13,0.9,1.0,50,4.32440999429673
0.4993837051645507,10,13,0.9,1.0,100,4.479334049392492
0.4993837051645507,20,13,1.0,1.0,200,4.780685005243868
0.4993837051645507,50,13,1.0,1.0,500,6.440002005547285
0.4993837051645507,100,13,1.0,1.0,1000,10.753310984000564
0.4993837051645507,1,14,0.5,0.5,10,4.1911979787983
0.4993837051645507,2,14,0.8,0.8,20,3.8971100002527237
0.4993837051645507,5,14,0.9,1.0,50,3.945963049773127
0.4993837051645507,10,14,0.9,1.0,100,4.088021989446133
0.4993837051645507,20,14,0.9,1.0,200,4.81789605692029
0.4993837051645507,50,14,1.0,1.0,500,7.065679004881531
0.4993837051645507,100,14,1.0,1.0,1000,11.68169203447178
0.4993837051645507,1,15,0.5,0.5,10,3.998140979092568
0.4993837051645507,2,15,0.8,0.8,20,3.965459007304162
0.4993837051645507,5,15,0.9,1.0,50,4.2449290049262345
0.4993837051645507,10,15,0.9,1.0,100,4.415303003042936
0.4993837051645507,20,15,0.9,1.0,200,4.912075004540384
0.4993837051645507,50,15,1.0,1.0,500,6.966169981751591
0.4993837051645507,100,15,1.0,1.0,1000,11.383787030354142
0.4993837051645507,1,16,0.4,0.4,10,4.070459050126374
0.4993837051645507,2,16,0.9,1.0,20,4.015815036837012
0.4993837051645507,5,16,0.9,1.0,50,4.004514019470662
0.4993837051645507,10,16,0.9,1.0,100,4.125943989492953
0.4993837051645507,20,16,1.0,1.0,200,4.832955019082874
0.4993837051645507,50,16,1.0,1.0,500,7.5794829754158854
0.4993837051645507,100,16,1.0,1.0,1000,13.250717020127922
0.4993837051645507,1,17,0.6,0.6,10,3.812840033788234
0.4993837051645507,2,17,1.0,1.0,20,3.658447996713221
0.4993837051645507,5,17,1.0,1.0,50,3.76112200319767
0.4993837051645507,10,17,1.0,1.0,100,4.207579011563212
0.4993837051645507,20,17,1.0,1.0,200,4.684413026552647
0.4993837051645507,50,17,1.0,1.0,500,6.240714981686324
0.4993837051645507,100,17,1.0,1.0,1000,10.424948995932937
0.4993837051645507,1,18,0.6,0.6,10,3.7723039858974516
0.4993837051645507,2,18,1.0,1.0,20,3.976250998675823
0.4993837051645507,5,18,1.0,1.0,50,4.137594951316714
0.4993837051645507,10,18,1.0,1.0,100,4.386216984130442
0.4993837051645507,20,18,1.0,1.0,200,4.708869033493102
0.4993837051645507,50,18,1.0,1.0,500,6.945048982743174
0.4993837051645507,100,18,1.0,1.0,1000,12.330622994340956
0.4993837051645507,1,19,0.5,0.5,10,3.9436580264009535
0.4993837051645507,2,19,1.0,1.0,20,3.901457996107638
0.4993837051645507,5,19,1.0,1.0,50,4.029861011076719
0.4993837051645507,10,19,1.0,1.0,100,4.125783976633102
0.4993837051645507,20,19,1.0,1.0,200,4.8301490023732185
0.4993837051645507,50,19,1.0,1.0,500,6.411987997125834
0.4993837051645507,100,19,1.0,1.0,1000,10.57097502052784
0.09938781379678704,1,0,0.2,0.2,10,3.8057679776102304
